Time (min),Cyanobacterial cell count,wastewater concentration (Ci),Sonicator power density,Concentration of H2O2,Volume (mL),Solution pH,final count/0.5 mL,final count/mL,Particles/mL,Area (ABD) Mean,Area (ABD) Min,Area (ABD) Max,Area (Filled) Mean,Area (Filled) Min,Area (Filled) Max,Aspect Ratio Mean,Aspect Ratio Min,Aspect Ratio Max,Circle Fit Mean,Circle Fit Min,Circle Fit Max,Circularity Mean,Circularity Min,Circularity Max,Circularity (Hu) Mean,Circularity (Hu) Min,Circularity (Hu) Max,Compactness Mean,Compactness Min,Compactness Max,Convex Perimeter Mean,Convex Perimeter Min,Convex Perimeter Max,Convexity Mean,Convexity Min,Convexity Max,Diameter (ABD) Mean,Diameter (ABD) Min,Diameter (ABD) Max,Diameter (ESD) Mean,Diameter (ESD) Min,Diameter (ESD) Max,Diameter (FD) Mean,Diameter (FD) Min,Diameter (FD) Max,"D[3,2](ABD) Mean","D[3,2](ESD) Mean","D[4,3](ABD) Mean","D[4,3](ESD) Mean",Edge Gradient Mean,Edge Gradient Min,Edge Gradient Max,Elapsed Time Mean,Elapsed Time Min,Elapsed Time Max,Elongation Mean,Elongation Min,Elongation Max,Fiber Curl Mean,Fiber Curl Min,Fiber Curl Max,Fiber Straightness Mean,Fiber Straightness Min,Fiber Straightness Max,Geodesic Aspect Ratio Mean,Geodesic Aspect Ratio Min,Geodesic Aspect Ratio Max,Geodesic Length Mean,Geodesic Length Min,Geodesic Length Max,Geodesic Thickness Mean,Geodesic Thickness Min,Geodesic Thickness Max,Image Height Mean,Image Height Min,Image Height Max,Image Width Mean,Image Width Min,Image Width Max,Intensity Mean,Intensity Min,Intensity Max,Length Mean,Length Min,Length Max,Particles Per Chain Mean,Particles Per Chain Min,Particles Per Chain Max,Perimeter Mean,Perimeter Min,Perimeter Max,Ratio Blue/Green Mean,Ratio Blue/Green Min,Ratio Blue/Green Max,Ratio Red/Blue Mean,Ratio Red/Blue Min,Ratio Red/Blue Max,Ratio Red/Green Mean,Ratio Red/Green Min,Ratio Red/Green Max,Roughness Mean,Roughness Min,Roughness Max,Scatter Area Mean,Scatter Area Min,Scatter Area Max,Scatter Peak Mean,Scatter Peak Min,Scatter Peak Max,Scatter Width Mean,Scatter Width Min,Scatter Width Max,Sigma Intensity Mean,Sigma Intensity Min,Sigma Intensity Max,Sphere Complement Mean,Sphere Complement Min,Sphere Complement Max,Sphere Count Mean,Sphere Count Min,Sphere Count Max,Sphere Unknown Mean,Sphere Unknown Min,Sphere Unknown Max,Sphere Volume Mean,Sphere Volume Min,Sphere Volume Max,Sum Intensity Mean,Sum Intensity Min,Sum Intensity Max,Symmetry Mean,Symmetry Min,Symmetry Max,Transparency Mean,Transparency Min,Transparency Max,Volume (ABD) Mean,Volume (ABD) Min,Volume (ABD) Max,Volume (ESD) Mean,Volume (ESD) Min,Volume (ESD) Max,Width Mean,Width Min,Width Max
30,200000,20,20,2,100,5,42322,84644,144439.83,34,1.75,1861.55,34.29,1.75,1916.69,0.65,0.04,1,0.7,0,0.96,0.73,0.02,1,0.74,0.01,1,1.64,1,66.28,30.11,20.03,531.78,0.89,0.02,1,5.83,1.49,48.68,8.06,5,167.74,5.84,1.49,49.4,11,25.77,18.01,61.38,78.3,3.35,236.86,101.41,0.56,217.23,2.75,1,206.22,0.16,0,3.36,0.93,0.23,3.79,0.66,0,1,12.14,3.9,531.84,5.98,0.81,34.8,26.03,10,366,24.76,13,297,143.13,33.7,229.04,10.3,5.51,254.61,1.35,1,50,36.24,14.44,1071.89,1,0.95,1.05,1,0.91,1.11,1,0.95,1.06,1.19,0.32,3.21,0,0,0,0,0,0,0,0,0,31.61,1.01,79.17,0,0,0,0,0,0,0,0,0,0,0,0,19081.38,2278,694195,0.63,0,1,0.25,0.02,0.92,249.38,1.75,60419.49,1262.24,65.48,2471137.86,5.33,1.1,100.3
30,200000,20,20,2,100,5,34827,69654,112277.66,30.88,2.02,1881.78,31.11,2.02,1922.76,0.67,0.06,1,0.73,0,0.96,0.75,0.02,1,0.78,0.01,1,1.5,1,49.64,28.14,20.06,374.94,0.92,0.13,1,5.7,1.61,48.95,7.44,5,117.79,5.71,1.61,49.48,9.38,13.86,14.68,29.52,80.98,3.35,240.95,111.56,0.58,229.89,2.28,1,153.95,0.16,0,4.66,0.94,0.18,3.26,0.7,0.01,1,10.65,3.9,274.92,6.2,0.9,38.23,24.97,11,226,23.91,12,128,142.45,36.03,204.22,9.4,5.51,155.41,1.21,1,16,33.69,14.44,565.75,1,0.96,1.06,1,0.91,1.08,1,0.95,1.04,1.2,0.42,3.96,0,0,0,0,0,0,0,0,0,33.65,0.91,80.59,0,0,0,0,0,0,0,0,0,0,0,0,17783.87,2655,528734,0.65,0,1,0.22,0.02,0.88,193.03,2.17,61406.91,484.68,65.48,855759.61,5.07,0.73,65.03
40,200000,20,20,2,100,5,31345,62690,101242.57,31.09,1.89,1858.01,31.47,1.89,3219.19,0.67,0.03,1,0.73,0,0.96,0.75,0.03,1,0.77,0.02,1,1.49,1,34.18,28.24,20.01,431.32,0.91,0.1,1,5.68,1.55,48.64,7.47,5,135.75,5.7,1.55,64.02,9.68,15.07,15.61,39.29,81.19,3.72,237.07,112.03,0.58,229.47,2.26,1,105.36,0.15,0,2.77,0.94,0.27,2.41,0.7,0.01,1,10.64,3.75,322.14,6.16,0.84,56.56,25.02,12,204,23.97,12,214,142.11,41.03,202.85,9.47,5.51,159.08,1.22,1,12,33.59,13.84,656.48,1,0.94,1.07,1,0.91,1.12,1,0.94,1.05,1.19,0.44,2.73,0,0,0,0,0,0,0,0,0,33.5,1.16,80.53,0,0,0,0,0,0,0,0,0,0,0,0,17781.03,2458,586281,0.65,0,1,0.23,0.03,0.88,200.76,1.95,60247.27,536.09,65.48,1309964.14,5.05,0.73,93.69
40,200000,20,20,2,100,5,34918,69836,109326.64,29.53,2.02,1763.55,29.82,2.02,2160.05,0.66,0.04,1,0.73,0,0.96,0.75,0.06,1,0.77,0.02,1,1.48,1,15.78,27.96,20,391.63,0.91,0.15,1,5.6,1.61,47.39,7.38,5,123.12,5.62,1.61,52.44,8.88,13.07,13.43,29.86,82.19,4.15,234.37,114.03,0.56,236.69,2.23,1,47.56,0.15,0,2.95,0.94,0.25,2.67,0.7,0.02,1,10.47,3.75,262.04,6.1,0.82,32.47,24.91,10,186,23.84,13,252,141.43,41.55,200.16,9.38,5.51,175.25,1.22,1,6,33.15,13.84,539.79,1,0.96,1.05,1,0.93,1.08,1,0.96,1.04,1.19,0.47,2.77,0,0,0,0,0,0,0,0,0,33.16,0.96,76.53,0,0,0,0,0,0,0,0,0,0,0,0,17205.77,2403,503126,0.65,0,1,0.23,0.02,0.9,174.77,2.17,55711.71,441.47,65.48,977197.98,4.97,1.1,56.95
50,200000,20,20,2,100,5,36530,73060,115664.91,28.64,2.29,1612.86,28.88,2.29,1689.92,0.64,0,1,0.72,0,0.96,0.74,0.04,1,0.74,0.02,1,1.5,1,23.29,27.95,19.91,288.78,0.9,0,1,5.49,1.71,45.32,7.38,5,90.38,5.5,1.71,46.39,8.85,12.06,13.28,21.82,82.17,3.54,238.94,112.94,0.56,234.05,2.29,1,71.14,0.14,0,3.01,0.95,0.25,2.85,0.68,0.01,1,10.48,3.9,245.99,5.94,0.83,28.64,24.95,8,157,23.88,11,145,140.57,47.06,209.72,9.46,5.51,139.24,1.26,1,9,32.84,13.84,501.71,1,0.93,1.04,1,0.93,1.17,1,0.96,1.08,1.18,0.48,2.77,0,0,0,0,0,0,0,0,0,31.8,1.18,74.03,0,0,0,0,0,0,0,0,0,0,0,0,16729.29,2408,493382,0.64,0,1,0.25,0.03,0.83,169.06,2.61,48725.93,403.79,65.48,386563.99,4.85,0.73,47.39
50,200000,20,20,2,100,5,32556,65112,104280.66,28.9,1.89,1737.31,29.21,1.89,1746.4,0.64,0.05,1,0.71,0,0.96,0.73,0.03,1,0.73,0.02,1,1.53,1,30.01,28.08,19.86,348.86,0.89,0.1,1,5.48,1.55,47.03,7.42,5,109.49,5.5,1.55,47.15,9.22,13,14.38,26.65,81.02,4,233.78,112.98,0.58,231.36,2.38,1,92.26,0.15,0,2.41,0.94,0.29,2.53,0.66,0.01,1,10.64,3.9,213.28,5.88,0.83,30.11,25.02,11,212,23.94,12,137,141.75,48.73,206.69,9.53,5.51,152.47,1.27,1,6,33.04,14.44,444.94,1,0.96,1.06,1,0.91,1.09,1,0.95,1.04,1.18,0.48,2.43,0,0,0,0,0,0,0,0,0,32.03,1.21,75.75,0,0,0,0,0,0,0,0,0,0,0,0,16879.31,2215,472247,0.64,0,1,0.25,0.03,0.85,177.61,1.95,54473.01,445.63,65.48,687171.07,4.86,0.73,60.62
0,270000,20,20,2,100,7,135294,270588,442176.6,61.14,1.62,1962.76,62.32,1.62,2316.14,0.61,0,1,0.61,0,0.95,0.55,0.02,1,0.7,0,1,2.42,1,51.56,38.04,19.98,438.98,0.87,0,1,7.29,1.44,49.99,10.59,5,138.22,7.35,1.44,54.3,16.25,26.11,23.27,41.63,64.89,2.95,215.41,112.51,0.56,226.77,5.25,1,159.97,0.39,0,5.56,0.79,0.15,4.15,0.42,0.01,1,19.27,4.29,465.43,5.47,0.58,45.04,30.31,9,299,26.95,11,285,155.8,57.99,208.88,13.74,5.51,207.58,1.21,1,18,49.48,14.44,936.67,1,0.92,1.07,0.99,0.91,1.18,1,0.93,1.12,1.29,0.26,4.76,0,0,0,0,0,0,0,0,0,29.21,0.83,78.41,0,0,0,0,0,0,0,0,0,0,0,0,29484.95,1747,600676,0.53,0,1,0.29,0.03,0.93,662.15,1.55,65412.93,2270.89,65.48,1382768.29,6.72,0.73,81.93
0,270000,20,20,2,100,7,137362,274724,435286.56,60.17,1.62,1931.37,61.3,1.62,2464.89,0.61,0,1,0.61,0,0.96,0.56,0.01,1,0.7,0.01,1,2.39,1,84.52,38,20,400.65,0.87,0,1,7.29,1.44,49.59,10.58,5,126.02,7.34,1.44,56.02,15.78,25.93,22.46,41.53,65.81,2.92,230.68,115.66,0.58,233.88,5.17,1,263.53,0.39,0,6.08,0.79,0.14,3.97,0.42,0,1,19.26,4.65,653.23,5.48,0.57,44.14,29.34,9,259,28,11,238,155.39,42.51,215.71,13.72,5.51,185.54,1.21,1,21,49.49,14.44,1311.43,1,0.93,1.07,0.99,0.89,1.15,1,0.93,1.1,1.29,0.29,5.35,0,0,0,0,0,0,0,0,0,29.73,0.8,78.31,0,0,0,0,0,0,0,0,0,0,0,0,29224.9,1813,595821,0.53,0,1,0.29,0.03,0.93,632.97,1.55,63849.96,2241.69,65.48,1047848.36,6.72,0.73,82.67
5,270000,20,20,2,100,7,68348,136696,212142.97,32.58,1.89,1675.3,32.93,1.89,1904.04,0.65,0,1,0.7,0,0.96,0.7,0.02,1,0.75,0.01,1,1.68,1,40.11,29.4,20.07,411,0.9,0,1,5.79,1.55,46.19,7.84,5,129.26,5.81,1.55,49.24,9.73,14.29,14.61,27.74,75.06,3.81,232.06,118.7,0.56,238.73,2.86,1,124.01,0.21,0,3.64,0.9,0.22,3.48,0.63,0.01,1,11.91,3.75,303.58,5.91,0.76,35.91,25.45,10,208,24.55,12,267,149.76,41.44,214.94,10.03,5.51,190.68,1.21,1,16,35.64,13.84,614.06,1,0.93,1.07,1,0.88,1.14,1,0.91,1.07,1.21,0.31,3.46,0,0,0,0,0,0,0,0,0,33.77,1.06,75.49,0,0,0,0,0,0,0,0,0,0,0,0,19144.94,2202,466508,0.62,0,1,0.25,0.02,0.89,211.27,1.95,51582.63,562.43,65.48,1130907.35,5.19,0.73,73.85
5,270000,20,20,2,100,7,44485,88970,177597.03,36.41,1.75,1865.09,36.91,1.75,2062.6,0.67,0.03,1,0.7,0,0.96,0.7,0.02,1,0.77,0.02,1,1.71,1,40.95,30.15,20.03,442.68,0.91,0.09,1,6.08,1.49,48.73,8.08,5,139.43,6.11,1.49,51.25,10.54,15.5,15.85,31.64,69.62,4.18,236.66,92.73,0.58,185.74,2.98,1,126.64,0.24,0,3.77,0.89,0.21,2.86,0.63,0.01,1,12.54,4.25,352.21,6.03,0.77,29.19,26.05,11,215,24.53,12,254,152.2,45.78,215.44,10.22,5.51,191.42,1.2,1,14,37.14,13.84,710.56,1,0.94,1.04,0.99,0.93,1.13,1,0.96,1.06,1.23,0.43,3.73,0,0,0,0,0,0,0,0,0,30,1.02,75.33,0,0,0,0,0,0,0,0,0,0,0,0,20821.72,2516,594612,0.62,0,1,0.24,0.03,0.88,255.77,1.75,60591.88,661.89,65.48,1419225.54,5.49,0.73,67.97
10,270000,20,20,2,100,7,46055,92110,184533.52,32.44,1.89,1589.22,32.73,1.89,1602.3,0.66,0,1,0.72,0,0.96,0.73,0.05,1,0.77,0.02,1,1.56,1,19.61,28.89,20.12,444.09,0.91,0,1,5.81,1.55,44.98,7.67,5,139.8,5.83,1.55,45.17,9.5,13.04,13.92,26.54,77.99,3.73,230.7,92.57,0.58,185.06,2.47,1,59.6,0.18,0,2.82,0.92,0.26,3.05,0.67,0.02,1,11.2,4.11,262.58,6.12,0.81,30.88,25.25,12,237,24.31,11,204,146.23,47.04,208.77,9.74,5.51,212.72,1.2,1,13,34.63,14.44,536.57,1,0.92,1.05,1,0.9,1.17,1,0.94,1.08,1.2,0.39,2.68,0,0,0,0,0,0,0,0,0,34.39,1.2,76.18,0,0,0,0,0,0,0,0,0,0,0,0,18682.65,2391,399463,0.63,0,1,0.24,0.03,0.89,205.5,1.95,47658.36,480.82,65.48,1430474.31,5.19,0.73,47.39
10,270000,20,20,2,100,7,38230,76460,152743.84,35.56,1.62,1845.88,36.04,1.62,2229.16,0.68,0,1,0.72,0,0.95,0.73,0.02,1,0.78,0.03,1,1.61,1,40.81,29.48,20,387.3,0.91,0,1,6.03,1.44,48.48,7.86,5,121.79,6.05,1.44,53.28,10.59,15.27,16.75,30.9,72.24,3.51,232.35,92.55,0.58,185.59,2.66,1,126.19,0.21,0,3.17,0.91,0.24,3.58,0.66,0.01,1,11.84,3.9,256.47,6.17,0.77,35.1,25.73,12,168,24.23,11,251,148.51,39.99,212.32,9.9,5.51,181.13,1.19,1,11,36.01,14.27,527.55,1,0.95,1.04,0.99,0.92,1.12,1,0.96,1.07,1.22,0.42,2.92,0,0,0,0,0,0,0,0,0,30.05,0.95,75.85,0,0,0,0,0,0,0,0,0,0,0,0,20090.67,1719,518796,0.63,0,1,0.22,0.03,0.87,250.99,1.55,59658.14,614.28,65.48,945946.72,5.43,0.73,57.68
20,270000,20,20,2,100,7,37067,74134,148366.19,33.17,2.02,1918.71,33.56,2.02,2437.36,0.68,0.05,1,0.73,0,0.96,0.75,0.04,1,0.78,0.03,1,1.55,1,25.03,28.86,20.01,410.18,0.91,0.13,1,5.88,1.61,49.43,7.67,5,129.1,5.9,1.61,55.71,9.95,15.87,15.85,38.96,74.02,3.3,236.41,91.57,0.58,185.27,2.48,1,76.63,0.18,0,3.05,0.92,0.25,2.36,0.69,0.01,1,11.29,4.11,257.04,6.15,0.81,37.73,25.44,11,251,24.03,12,255,144.53,36.26,212.8,9.66,5.51,189.95,1.21,1,11,34.89,14.44,521.98,1,0.94,1.04,0.99,0.93,1.13,1,0.96,1.06,1.21,0.54,2.82,0,0,0,0,0,0,0,0,0,28.28,0.95,73.57,0,0,0,0,0,0,0,0,0,0,0,0,18825.24,2411,631457,0.65,0,1,0.22,0.02,0.84,219.96,2.17,63223.53,604.81,65.48,1126626.99,5.27,0.73,52.54
20,270000,20,20,2,100,7,37208,74416,149356.85,33.7,1.89,1956.68,34.14,1.89,2687.95,0.69,0.04,1,0.73,0,0.96,0.75,0.04,1,0.78,0.01,1,1.55,1,23.89,28.95,20.08,323.74,0.91,0.06,1,5.9,1.55,49.91,7.7,5,101.55,5.92,1.55,58.5,10.39,15.3,17.23,31.3,74.1,3.6,231.39,91.3,0.58,184.75,2.5,1,73.03,0.19,0,2.56,0.92,0.28,4.16,0.69,0.01,1,11.37,4.4,360.01,6.16,0.8,37.12,25.46,12,228,24.1,12,162,144.54,44.22,207.33,9.69,5.51,157.61,1.21,1,14,35.06,14.44,731.97,1,0.95,1.05,0.99,0.91,1.07,0.99,0.94,1.05,1.21,0.27,2.62,0,0,0,0,0,0,0,0,0,28.37,1.02,73.8,0,0,0,0,0,0,0,0,0,0,0,0,18996.69,2174,660570,0.65,0,1,0.22,0.02,0.91,233.36,1.95,65109.37,590.53,65.48,548248.96,5.29,0.73,59.89
30,270000,20,20,2,100,7,39797,79594,159169.52,31,2.02,1884.31,31.34,2.02,2269.84,0.68,0.03,1,0.73,0,0.96,0.76,0.03,1,0.78,0.02,1,1.5,1,32.3,28.32,20.05,402.84,0.91,0.07,1,5.74,1.61,48.98,7.49,5,126.73,5.76,1.61,53.76,9.36,13.94,15.01,30.51,75.44,3.36,231.92,90.42,0.56,185.41,2.35,1,99.45,0.16,0,3.28,0.94,0.23,3.13,0.7,0.01,1,10.82,3.9,244.87,6.12,0.79,29.87,25.13,12,278,23.93,12,139,141.66,44.72,214.89,9.47,5.51,195.82,1.22,1,18,33.87,13.84,507.56,1,0.95,1.06,0.99,0.9,1.1,0.99,0.95,1.05,1.2,0.43,2.94,0,0,0,0,0,0,0,0,0,26.85,0.94,74.6,0,0,0,0,0,0,0,0,0,0,0,0,17772.3,2339,701252,0.66,0,1,0.22,0.03,0.86,193.43,2.17,61530.74,495.2,65.48,1065770.13,5.12,0.73,56.95
30,270000,20,20,2,100,7,37748,75496,150545.13,31.54,2.16,1822.13,31.86,2.16,1838.81,0.68,0.03,1,0.73,0,0.96,0.76,0.04,1,0.79,0.04,1,1.49,1,28.49,28.33,19.92,263.96,0.92,0.12,1,5.78,1.66,48.17,7.5,5,82.48,5.8,1.66,48.39,9.49,13.24,15.14,24.87,75.85,3.6,241.37,90.14,0.56,185.92,2.33,1,87.49,0.16,0,3.27,0.94,0.23,2.36,0.71,0.01,1,10.83,4.51,278.9,6.16,0.77,35.17,25.09,10,187,23.95,12,178,141.49,42.27,205.73,9.46,5.51,127.49,1.21,1,9,33.98,14.87,572.07,1,0.95,1.09,0.99,0.85,1.09,0.99,0.93,1.05,1.2,0.51,3.06,0,0,0,0,0,0,0,0,0,26.88,0.93,74.08,0,0,0,0,0,0,0,0,0,0,0,0,17969.34,2567,499016,0.66,0,1,0.22,0.02,0.84,199.63,2.39,58510.4,468.82,65.48,293809.01,5.14,0.73,48.86
40,270000,20,20,2,100,7,39738,79476,159637.16,29.22,1.89,1605.32,29.45,1.89,1813.54,0.68,0.05,1,0.74,0,0.96,0.77,0.05,1,0.78,0.02,1,1.47,1,21.51,27.89,20.04,315.97,0.91,0.14,1,5.64,1.55,45.21,7.36,5,99.12,5.66,1.55,48.05,8.48,11.83,12.69,22.19,78.18,3.75,241.89,88.16,0.58,184.59,2.26,1,65.55,0.15,0,2.79,0.95,0.26,2.36,0.71,0.02,1,10.49,3.9,215.73,6.09,0.87,31.82,24.9,12,153,23.81,12,210,138.98,39.97,204.06,9.32,5.51,145.12,1.22,1,9,33.16,14.44,441.72,1,0.96,1.05,0.99,0.91,1.07,0.99,0.95,1.04,1.19,0.48,2.73,0,0,0,0,0,0,0,0,0,25.99,0.92,73.15,0,0,0,0,0,0,0,0,0,0,0,0,16910.32,2449,473033,0.66,0,1,0.22,0.02,0.85,165.27,1.95,48384.3,391.17,65.48,509840.81,4.99,0.73,45.92
40,270000,20,20,2,100,7,39582,79164,159425.64,29.73,2.16,1950.1,29.98,2.16,2015.95,0.68,0.05,1,0.74,0,0.96,0.77,0.03,1,0.78,0.02,1,1.47,1,32.67,27.96,19.86,318.75,0.91,0.16,1,5.67,1.66,49.83,7.38,5,100.03,5.68,1.66,50.66,8.82,12.48,13.76,23.72,78.01,4.09,237.6,87.81,0.56,184.11,2.27,1,100.61,0.15,0,3.08,0.95,0.24,2.81,0.71,0.01,1,10.54,4.29,225.11,6.11,0.84,35.94,24.88,12,216,23.88,14,113,139.09,41.12,207.19,9.34,5.51,153.21,1.22,1,14,33.31,14.44,460.23,1.01,0.92,1.05,0.99,0.91,1.17,0.99,0.96,1.08,1.19,0.49,3.16,0,0,0,0,0,0,0,0,0,25.77,0.86,75.98,0,0,0,0,0,0,0,0,0,0,0,0,17085.08,2623,656380,0.66,0,1,0.22,0.02,0.85,174.72,2.39,64781.09,420.71,65.48,524146.48,5.02,0.73,50.33
50,270000,20,20,2,100,7,42870,85740,171282.46,26.2,1.75,1820.61,26.38,1.75,1829.71,0.65,0,1,0.72,0,0.95,0.76,0.06,1,0.75,0.03,1,1.49,1,15.76,27.53,19.93,421.62,0.9,0,1,5.39,1.49,48.15,7.24,5,132.71,5.4,1.49,48.27,7.66,11.02,10.97,24.74,77.61,4.08,238.14,87.37,0.58,185.58,2.32,1,47.5,0.14,0,2.47,0.95,0.29,2.57,0.69,0.02,1,10.34,4.11,242.42,5.81,0.76,24.85,24.71,11,263,23.79,12,145,139.34,51.22,212.99,9.3,5.51,200.23,1.28,1,6,32.3,14.44,502.08,1,0.96,1.06,0.99,0.89,1.08,0.99,0.94,1.05,1.18,0.48,2.37,0,0,0,0,0,0,0,0,0,24.77,1.1,72.8,0,0,0,0,0,0,0,0,0,0,0,0,15889.42,2087,571498,0.65,0,1,0.24,0.02,0.82,133.8,1.75,58437.41,344.4,65.48,1223881.75,4.75,0.73,44.46
50,270000,20,20,2,100,7,42954,85908,162645.41,26.48,1.75,1843.35,26.68,1.75,1863.07,0.66,0.04,1,0.73,0,0.96,0.76,0.06,1,0.75,0.03,1,1.49,1,17.76,27.55,20.04,256.88,0.9,0.16,1,5.4,1.49,48.45,7.25,5,80.2,5.41,1.49,48.7,7.83,10.75,11.45,17.76,76.49,3.91,235.38,89.33,0.56,195.8,2.33,1,53.79,0.14,0,2.48,0.95,0.29,2.36,0.68,0.02,1,10.38,3.9,224.47,5.81,0.79,29.87,24.64,12,138,23.88,13,176,139.87,44.03,208.34,9.28,5.51,119.41,1.27,1,7,32.37,14.44,460.36,1.01,0.96,1.06,0.99,0.91,1.09,0.99,0.95,1.05,1.18,0.54,2.45,0,0,0,0,0,0,0,0,0,24.27,0.98,73.41,0,0,0,0,0,0,0,0,0,0,0,0,16010.41,2248,351699,0.65,0,1,0.24,0.03,0.82,138.22,1.75,59535.67,338.09,65.48,270050.29,4.78,0.73,48.13
0,200000,20,20,2,100,9,101698,203396,410791.99,67.75,1.62,1960.73,69.69,1.62,2052.96,0.62,0,1,0.6,0,0.96,0.53,0.02,1,0.69,0.01,1,2.53,1,50.37,39.31,20.01,426.58,0.86,0,1,7.59,1.44,49.96,10.99,5,134.18,7.68,1.44,51.13,17.35,27.96,24.39,44.09,59.39,3,231.3,91.55,0.56,183.59,5.63,1,156.23,0.45,0,3.82,0.76,0.21,3.74,0.4,0.01,1,20.77,4.84,448.51,5.44,0.61,36.71,31.07,9,292,27.28,11,208,158.71,45.44,206.91,14.13,5.51,199.5,1.24,1,21,52.42,14.44,906.57,1,0.93,1.15,0.99,0.91,1.19,1,0.93,1.11,1.31,0.29,3.66,0,0,0,0,0,0,0,0,0,27.05,0.86,71.46,0,0,0,0,0,0,0,0,0,0,0,0,32296.09,1680,647064,0.51,0,1,0.3,0.03,0.93,783.5,1.55,65311.69,2676.47,65.48,1264991.66,7.15,0.73,98.1
0,200000,20,20,2,100,9,100100,200200,400769.15,66.83,1.62,1963.26,68.81,1.62,4325.49,0.62,0,1,0.61,0,0.95,0.54,0.02,1,0.7,0,1,2.49,1,44.86,39.09,19.92,581.27,0.86,0,1,7.55,1.44,50,10.92,5,183.43,7.64,1.44,74.21,17.19,28.89,24.2,48.87,59.57,3.03,222.53,92.37,0.56,185.22,5.48,1,138.93,0.44,0,3.77,0.76,0.21,4.04,0.41,0.01,1,20.47,5.09,422.37,5.48,0.58,33.55,30.99,10,416,27.15,11,361,158.49,37.9,209.64,14.03,5.51,278.12,1.24,1,24,51.9,14.44,867.08,1,0.96,1.11,0.99,0.91,1.09,1,0.93,1.1,1.31,0.26,3.46,0,0,0,0,0,0,0,0,0,27.22,0.88,73.45,0,0,0,0,0,0,0,0,0,0,0,0,32006.17,1782,644449,0.51,0,1,0.29,0.03,0.93,765.87,1.55,65438.24,2751.55,65.48,3231787.43,7.1,0.73,81.93
5,200000,20,20,2,100,9,51903,103806,205773.97,36.24,1.62,1862.56,36.7,1.62,2002.27,0.67,0,1,0.7,0,0.96,0.7,0.03,1,0.77,0.02,1,1.69,1,37.42,30.12,19.96,459.78,0.91,0,1,6.07,1.44,48.7,8.07,5,144.86,6.1,1.44,50.49,10.48,15.92,15.74,34.62,69.78,3.65,232.94,92.59,0.56,187.03,2.92,1,115.56,0.23,0,3.22,0.89,0.24,3.38,0.63,0.01,1,12.39,3.9,375.87,6.06,0.77,40.36,26.13,8,296,24.38,11,124,148.66,30.78,210.03,10.22,5.51,206.85,1.2,1,11,36.9,13.84,762.96,1,0.94,1.05,0.99,0.92,1.08,1,0.94,1.06,1.22,0.34,3.14,0,0,0,0,0,0,0,0,0,30.04,0.72,76.72,0,0,0,0,0,0,0,0,0,0,0,0,20249.41,1873,667010,0.62,0,1,0.24,0.02,0.88,253.25,1.55,60468.72,677.06,65.48,1591559.86,5.47,0.73,59.89
5,200000,20,20,2,100,9,50412,100824,201624.59,36.01,1.75,1957.69,36.5,1.75,1957.69,0.67,0,1,0.71,0,0.96,0.7,0.04,1,0.76,0.01,1,1.69,1,27.68,29.96,19.98,255.39,0.91,0,1,6.03,1.49,49.93,8.02,5,79.77,6.06,1.49,49.93,10.71,14.76,16.75,25.8,70.37,3.6,240.06,91.89,0.58,185.39,2.91,1,84.95,0.24,0,4.05,0.89,0.2,3.39,0.63,0.01,1,12.35,4.11,212.78,6.03,0.68,34.11,26,11,176,24.4,11,144,148.67,41.6,215.8,10.16,5.51,117.2,1.19,1,10,36.76,14.44,437.89,1,0.95,1.06,0.99,0.93,1.08,1,0.96,1.06,1.23,0.34,3.4,0,0,0,0,0,0,0,0,0,30.17,0.84,71.64,0,0,0,0,0,0,0,0,0,0,0,0,20089.09,2433,533677,0.62,0,1,0.24,0.02,0.87,257.01,1.75,65159.93,616.11,65.48,265743.24,5.43,0.73,62.09
10,200000,20,20,2,100,9,39561,79122,158061.71,35.52,1.75,1922.26,35.96,1.75,2417.48,0.68,0.05,1,0.72,0,0.96,0.72,0.05,1,0.78,0.02,1,1.61,1,21.89,29.5,19.94,274.05,0.91,0.13,1,6.04,1.49,49.47,7.87,5,85.73,6.07,1.49,55.48,10.26,13.77,15.45,23.48,72.27,3.77,246.64,92.49,0.58,185.59,2.66,1,66.75,0.21,0,3.06,0.9,0.25,2.78,0.66,0.01,1,11.82,4.51,231.45,6.19,0.79,35.35,25.55,10,183,24.49,12,130,146.6,49.23,209.23,9.91,5.51,129.69,1.18,1,9,36.02,14.44,473.44,1,0.88,1.09,0.99,0.91,1.29,1,0.93,1.18,1.22,0.4,2.79,0,0,0,0,0,0,0,0,0,30.25,1.01,71.82,0,0,0,0,0,0,0,0,0,0,0,0,19766.41,1954,505302,0.63,0,1,0.22,0.03,0.87,242.89,1.75,63398.71,544.88,65.48,329872.74,5.43,0.73,56.21
